languageType,languageCode,languageName,tipSheetNumber,title
1,ga,Irish,4,Nuair a bhíonn gasúir dána
1,ga,Irish,5,Tip Sheet Number 5
1,ga,Irish,6,Ag labhairt faoi Covid-19
1,lemi,Lemi,1,Nade qütä tähang kätü py pa
1,lemi,Lemi,2,Hawi saite mi hai kheng pa
1,lemi,Lemi,3,Käni qütä äly äly sa hethang aerü rüng
1,lemi,Lemi,4,Kähawi y sa lang saite
1,lemi,Lemi,5,Bälungbi mawngphi y rung khytä awng hai nang te phüng
1,lemi,Lemi,6,COVID 19 phüng thui pa hethang
1,lisu,Lisu,1,Tip Sheet Number 1
1,lisu,Lisu,2,Tip Sheet Number 2
1,lisu,Lisu,3,Tip Sheet Number 3
1,lisu,Lisu,4,Tip Sheet Number 4
1,lisu,Lisu,5,Tip Sheet Number 5
1,lisu,Lisu,6,Tip Sheet Number 6
1,nep,Nepali,1,एक - मा - एक ( बालबालिका सँग प्रत्यक्ष ) बिताउने समय
1,nep,Nepali,2,सकारात्मक बनाउँदै
1,nep,Nepali,3,संरचना / तालिका मिलाउनु होस्
1,nep,Nepali,4,खराब बानी
1,nep,Nepali,5,शान्त (धैर्य) रहनु होस् र तनावलाई व्यवस्थापन गर्नुहोस् ।
1,nep,Nepali,6,COVID - 19 बारे जानकारी दिने
1,nep,Nepali,7,बालबालिकालाई अनलाइनमा सुरक्षित राख्नुहोस् ।
1,nep,Nepali,8,आर्थिक तनावको बेला पारिवारिक बजेट
1,nep,Nepali,9,घरमा पारिवारिक सहिष्णुता ( मेलमिलाप )
1,nep,Nepali,10,खेलबाट सिकाई
1,nep,Nepali,11,जब हामी क्रोधित हुन्छौँ
1,nep,Nepali,12,खचाखच घरहरू र समुदायहरू भएको बेला अभिभावकको जिम्मेवारी
1,nag,Naga,1,Tip Sheet Number 1
1,nag,Naga,2,Tip Sheet Number 2
1,nag,Naga,3,Tip Sheet Number 3
1,nag,Naga,4,Tip Sheet Number 4
1,nag,Naga,5,Tip Sheet Number 5
1,nag,Naga,6,Tip Sheet Number 6
1,tpi,Tok Pisin,1,Taim blong toktok long wan wan
1,tpi,Tok Pisin,2,Stap wantaim Stretpela tingting
1,tpi,Tok Pisin,3,Stap redi gut
1,tpi,Tok Pisin,4,Bikhet Pasin
1,tpi,Tok Pisin,5,Stap Isi na No ken tingting planti
1,tpi,Tok Pisin,6,Toktok blong COVID-19
1,ark,Arkha,1,Htiv ghav saiˇ -iv htiv ghav Mawˇ dzoeˇ yamv
1,ark,Arkha,2,Mˇ pyeu^ ma lehˇ noev -awˇ Mˇ -awv
1,ark,Arkha,3,Gaˇ kawˆ kawˆ htav yawv
1,ark,Arkha,4,Mav muiv -eu mˇ jev shaˇ kawˆ
1,ark,Arkha,5,Shav zahv na^ ngeh Chiv chuˇ ni jawˇ -awv
1,ark,Arkha,6,Kawˇ viˆ 19 gaˇ kawˆ Dzawˇ mehv -eu
1,bis,Bislama,1,Tip Sheet Number 1
1,bis,Bislama,2,Tip Sheet Number 2
1,bis,Bislama,3,Tip Sheet Number 3
1,bis,Bislama,4,Tip Sheet Number 4
1,bis,Bislama,5,Tip Sheet Number 5
1,bis,Bislama,6,Tip Sheet Number 6
1,sot,Sesotho,1,Nako ea hoba 'moho
1,sot,Sesotho,2,Ha re itlatseng ka matla
1,sot,Sesotho,3,Tlhatlhamano ea lietsahala
1,sot,Sesotho,4,Boitsoaro bo sa amoheleeng
1,sot,Sesotho,5,Theola moea ule khathello ea maikutlo
1,sot,Sesotho,6,Ho bua ka kokoana hloko ea corona
1,sot,Sesotho,7,Ho Boloka Bana ba Bolokehile ho Marangrang
1,sot,Sesotho,8,Bajete ya Lelapa Nakong ya Kgatello ya Ditjhelete
1,sot,Sesotho,9,Kgotso Lapeng ka Tlung
1,sot,Sesotho,10,Ho ithuta ka ho bapala
1,sot,Sesotho,11,Ha Re Kgena
1,sot,Sesotho,12,Botswadi Malapeng le Metseng e Pakellaneng
1,bcl,Bikol Naga,1,One-on-One Time
1,bcl,Bikol Naga,2,Ipadagos an Pagiging Positibo
1,bcl,Bikol Naga,3,Pagkakaigwa nin Istruktura asin Regular na mga Gigibohon
1,bcl,Bikol Naga,4,Pag Ang Mga Aki Nagpapastidyo
1,bcl,Bikol Naga,5,Kumalmar asin Manehuhon an Stress
1,bcl,Bikol Naga,6,Urulay-ulay tungkol sa COVID-19
1,bcl,Bikol Naga,7,Pagsegurar na Pirming Ligtas an mga Aki Online
1,bcl,Bikol Naga,8,Pagba-budget kan Pamilya sa Panahon nin Krisis Pampinansyal
1,bcl,Bikol Naga,9,Pagkakasundo kan pamilya sa harong
1,bcl,Bikol Naga,10,Pagkanuod sa paagi kan kawat
1,bcl,Bikol Naga,11,Pag Kita Naaanggot
1,bcl,Bikol Naga,12,Pagiging magurang sa surusuang harong asin komunidad
1,bcl,Bikol Naga,13,Tips para sa mga Children with Disabilities
1,bcl,Bikol Naga,14,Tips para sa pagiging magurang sa teenager
1,bcl,Bikol Naga,15,Nag-aaling nin Umboy?
1,ha,Hausa,1,Ganawa mutum-da-mutum
1,ha,Hausa,2,Tabbatar da shi da kyau
1,ha,Hausa,3,Tsara
1,ha,Hausa,4,Idan yara suka yi laifi
1,ha,Hausa,5,Ka nutsu kuma ka sarrfa tsananin damuwa
1,ha,Hausa,6,Magana akan cutar MASHAKO
1,ha,Hausa,7,Kare lafiyar yara a kan intanet
1,ha,Hausa,8,Kasafin Kuɗi na Gida a Lokutan Matsalolin Kuɗiha
1,ha,Hausa,9,Zaman Lafiyan Iyali a Gida
1,ha,Hausa,10,Koyo ta Hanyar Wasa
1,ha,Hausa,11,Yayin da Muka Fusata
1,ha,Hausa,12,Kimtsa Iyali a Gidaje da Al’ummu Masu Cunkoso
1,nso,Sepedi,1,Go Ipha Nako ya go ba le Ngwana
1,nso,Sepedi,2,Eba le Pono e Botse
1,nso,Sepedi,3,Ithute Mekgwa e Mefsa
1,nso,Sepedi,4,Ge bana ba sa Itshware Botse…
1,nso,Sepedi,5,Theoša Maswafo
1,nso,Sepedi,6,Go Bolela ka COVID-19
1,nso,Sepedi,7,Go Šireletša Bana Inthaneteng
1,nso,Sepedi,8,Go Diriša Tšhelete Nakong ye e Boima
1,nso,Sepedi,9,Khutšo ka Lapeng
1,nso,Sepedi,10,Go Ruta Bana le Bapala
1,nso,Sepedi,11,Ge re Galefa
1,nso,Sepedi,12,Go Hlokomela Bana Malapeng le Metseng e Pitlaganego
1,cho,Cho,1,Tip Sheet Number 1
1,cho,Cho,2,Tip Sheet Number 2
1,cho,Cho,3,Tip Sheet Number 3
1,cho,Cho,4,Tip Sheet Number 4
1,cho,Cho,5,Tip Sheet Number 5
1,cho,Cho,6,Tip Sheet Number 6
1,mon,Mon,1,Tip Sheet Number 1
1,mon,Mon,2,Tip Sheet Number 2
1,mon,Mon,3,Tip Sheet Number 3
1,mon,Mon,4,Tip Sheet Number 4
1,mon,Mon,5,Tip Sheet Number 5
1,mon,Mon,6,Tip Sheet Number 6
1,pnn,Paung Nyuan Naga,1,1
1,pnn,Paung Nyuan Naga,2,2
1,pnn,Paung Nyuan Naga,3,3
1,pnn,Paung Nyuan Naga,4,4
1,pnn,Paung Nyuan Naga,5,5
1,pnn,Paung Nyuan Naga,6,6
1,flm,Falam,1,Tip Sheet Number 1
1,flm,Falam,2,Tip Sheet Number 2
1,flm,Falam,3,Tip Sheet Number 3
1,flm,Falam,4,Tip Sheet Number 4
1,flm,Falam,5,Tip Sheet Number 5
1,flm,Falam,6,Tip Sheet Number 6
1,gn,Goga Naga,1,Tip Sheet Number 1
1,gn,Goga Naga,2,Tip Sheet Number 2
1,gn,Goga Naga,3,Tip Sheet Number 3
1,gn,Goga Naga,4,Tip Sheet Number 4
1,gn,Goga Naga,5,Tip Sheet Number 5
1,gn,Goga Naga,6,Tip Sheet Number 6
1,lai,Lai,1,Tip Sheet Number 1
1,lai,Lai,2,Tip Sheet Number 2
1,lai,Lai,3,Tip Sheet Number 3
1,lai,Lai,4,Tip Sheet Number 4
1,lai,Lai,5,Tip Sheet Number 5
1,lai,Lai,6,Tip Sheet Number 6
1,hlt,Matupi,1,Tip Sheet Number 1
1,hlt,Matupi,2,Tip Sheet Number 2
1,hlt,Matupi,3,Tip Sheet Number 3
1,hlt,Matupi,4,Tip Sheet Number 4
1,hlt,Matupi,5,Tip Sheet Number 5
1,hlt,Matupi,6,Tip Sheet Number 6
1,kh,Khmer,1,Tip Sheet Number 1
1,kh,Khmer,2,Tip Sheet Number 2
1,kh,Khmer,3,Tip Sheet Number 3
1,kh,Khmer,4,Tip Sheet Number 4
1,kh,Khmer,5,Tip Sheet Number 5
1,kh,Khmer,6,Tip Sheet Number 6
1,kh,Khmer,7,Tip Sheet Number 7
1,kh,Khmer,8,Tip Sheet Number 8
1,kh,Khmer,9,Tip Sheet Number 9
1,kh,Khmer,10,Tip Sheet Number 10
1,kh,Khmer,11,Tip Sheet Number 11
1,kh,Khmer,12,Tip Sheet Number 12
1,sak,Sakaw Karen,1,Tip Sheet Number 1
1,sak,Sakaw Karen,2,Tip Sheet Number 2
1,sak,Sakaw Karen,3,Tip Sheet Number 3
1,sak,Sakaw Karen,4,Tip Sheet Number 4
1,sak,Sakaw Karen,5,Tip Sheet Number 5
1,sak,Sakaw Karen,6,Tip Sheet Number 6
1,ky,Kayaw,1,Tip Sheet Number 1
1,ky,Kayaw,2,Tip Sheet Number 2
1,ky,Kayaw,3,Tip Sheet Number 3
1,ky,Kayaw,4,Tip Sheet Number 4
1,ky,Kayaw,5,Tip Sheet Number 5
1,ky,Kayaw,6,Tip Sheet Number 6
1,psk,Pakanyaw Sakaw Karen,1,Tip Sheet Number 1
1,psk,Pakanyaw Sakaw Karen,2,Tip Sheet Number 2
1,psk,Pakanyaw Sakaw Karen,3,Tip Sheet Number 3
1,psk,Pakanyaw Sakaw Karen,4,Tip Sheet Number 4
1,psk,Pakanyaw Sakaw Karen,5,Tip Sheet Number 5
1,psk,Pakanyaw Sakaw Karen,6,Tip Sheet Number 6
1,kjp,East Pwo Karen,1,Tip Sheet Number 1
1,kjp,East Pwo Karen,2,Tip Sheet Number 2
1,kjp,East Pwo Karen,3,Tip Sheet Number 3
1,kjp,East Pwo Karen,4,Tip Sheet Number 4
1,kjp,East Pwo Karen,5,Tip Sheet Number 5
1,kjp,East Pwo Karen,6,Tip Sheet Number 6
1,tm,Tedim,1,Tip Sheet Number 1
1,tm,Tedim,2,Tip Sheet Number 2
1,tm,Tedim,3,Tip Sheet Number 3
1,tm,Tedim,4,Tip Sheet Number 4
1,tm,Tedim,5,Tip Sheet Number 5
1,tm,Tedim,6,Tip Sheet Number 6
1,ceb,Bisaya,1,One-on-one Time
1,ceb,Bisaya,2,Pagpadayon sa Pagpakapositibo
1,ceb,Bisaya,3,Paghan-ay sa mga Buluhaton!
1,ceb,Bisaya,4,Dili Maayo nga Pamatasan
1,ceb,Bisaya,5,Magpabiling Kalmado ug Magdumala sa Stress
1,ceb,Bisaya,6,Pagistorya bahin sa COVID-19
1,ceb,Bisaya,7,Panigurong Luwas ang Mga Bata Online
1,ceb,Bisaya,8,FPagbudyet sa Pamilya sa Panahon sa Stress na Pampinansyal
1,ceb,Bisaya,9,Panag-uyon sa Pamilya sa Balay
1,ceb,Bisaya,10,Pagkat-on pianagi sa pagdula
1,ceb,Bisaya,11,Kung Kita Masuko
1,ceb,Bisaya,12,Pagkaginikanan sa sikit na balay ug mga komunidad
1,ceb,Bisaya,13,Mga tip alang sa mga bata nga adunay kakulangan
1,ceb,Bisaya,14,Mga tips alang sa mga ginikanan og tin-edyer
1,ceb,Bisaya,15,Gaatiman ka og bag-ong masuso?
1,ilo,Ilokano,1,One-on-one Time
1,ilo,Ilokano,2,Agtalinaed a Positibo
1,ilo,Ilokano,3,Agplano
1,ilo,Ilokano,4,Madi nga ugali
1,ilo,Ilokano,5,Agtalinaed a Natalinaay ken Kayanen ti Stress
1,ilo,Ilokano,6,Panagsarita panggep COVID-19
1,ilo,Ilokano,7,Taginayunen iti kina-imeng dagiti ubbing iti online
1,ilo,Ilokano,8,Ag-budget nga Kadua ti Pamilya ti Panawen ti Stress ti Kwarta
1,ilo,Ilokano,9,Panagkaykaysa ti Pamilya ti Uneg Balay
1,ilo,Ilokano,10,Panakaadal babaen iti panagay-ayam
1,ilo,Ilokano,11,Nu Makapungtot Tayo
1,ilo,Ilokano,12,Panagpadakkel iti annak nu agiyan ti natao nga balay ken komunidad
1,ilo,Ilokano,13,Tips para kadagiti ubbing nga adda iti espesyal a kasapulan da(dagiti ubbing nga adda disabilidad na)
1,ilo,Ilokano,14,Tips para iti panagpadakkel iti teenagers
1,ilo,Ilokano,15,Panagpadakkel iti baro a tagibi?
1,twi,Twi,1,Anim-ne-Anim Bere
1,twi,Twi,2,Adwempa a Yebekura wɔ ho
1,twi,Twi,3,Yɛ Nhyehyɛe
1,twi,Twi,4,Sɛ mmofra da nneyɛ bɔne adi a......
1,twi,Twi,5,Nya Abotare na Di Ɔhaw so
1,twi,Twi,6,COVID-19 ho Nkɔmmɔbɔ
1,twi,Twi,7,Mmofra Bammɔ wɔ Intanɛt So
1,twi,Twi,8,Abusua no Sikasɛm ho Ntotoe wɔ Ahokyere Bere mu
1,twi,Twi,9,Abusua mu Biakoyɛ wɔ Fie
1,twi,Twi,10,Agorɔ a wɔnam so Sua Ade
1,twi,Twi,11,Bere a Yɛn Bo Afuw
1,twi,Twi,12,Abaatanyɔ wɔ Afie anaa Mmeae a Nnipa dɔɔso
1,war,Waray,1,One-on-one Time
1,war,Waray,2,Pagiging Positibo
1,war,Waray,3,Pagpadayon han regular nga mga buruhaton
1,war,Waray,4,Diri maupay nga gios
1,war,Waray,5,Paging kalmado ngan pag manage han stress
1,war,Waray,6,Pag-istorya parte han Covid 19
1,war,Waray,7,Paningkamot nga an mga bata in talwas ha paggamit han internet
1,war,Waray,8,Pag budget han pamilya kon makuri an pangwartahan
1,war,Waray,9,An maupay nga pagkakasarabot han pamilya ha panimalay
1,war,Waray,10,Pagkahibaro pinaagi hin mulay
1,war,Waray,11,Kon nasisina kita
1,war,Waray,12,Panimangno han pamilya ha mga nagbubugiot nga panimalay ngan komunidad
1,war,Waray,13,Tips para ha mga bata na may espesyal na panginahanglan
1,war,Waray,14,Tips para pagmangno hin teenagers
1,war,Waray,15,Nagmamangno ka ba hin bag-o nga minasus-an?
1,rom,Romani,1,Vakti jekh pe jekh
1,rom,Romani,2,Aćhen pozitivno
1,rom,Romani,3,Laćharen o đive!
1,rom,Romani,4,Đungalo aćharipe
1,rom,Romani,5,Aven harati thaj kontrolišin o izdraripe
1,rom,Romani,6,Vaćaripe katar o COVID-19
1,rom,Romani,7,Arakhavipe ćhavorengo po internet
1,rom,Romani,8,Familiako budžetiripe ano vakti zuralje finansisko presiako
1,rom,Romani,9,Familijako laćhardipe ano ćher
1,rom,Romani,10,Sićipe andral o ćheljipe
1,rom,Romani,11,Kana sam holjarniko
1,rom,Romani,12,E dejako thaj dadesko araćhipe ano pherdo ćher
1,rom,Romani,13,Gođaver lafora e dejaće thaj dadese kaj siljen ćhavore aćhavimatanca ano baripe
1,rom,Romani,14,Gođaver lafora e dejaće thaj dadese terne đenenđe
1,rom,Romani,15,Reslo nevo bajato - gođaver lafora e dejaće thaj dadese
1,cbk,Chavacano,1,Esta positivo
1,cbk,Chavacano,2,Esta positivo
1,cbk,Chavacano,3,Pone Estructura
1,cbk,Chavacano,4,Modo Que Gende Debe
1,cbk,Chavacano,5,Esta Calmado y Maneja Con el Stress
1,cbk,Chavacano,6,Man cuento acerca de COVID 19
1,cbk,Chavacano,7,Asegura el Proteccion del maga bata online
1,cbk,Chavacano,8,Man budget el familia durante el estrés de financial
1,cbk,Chavacano,9,Harmonia na Familia
1,cbk,Chavacano,10,Ta aprende durante na huego
1,cbk,Chavacano,11,Si ta keda kita rabyaw
1,cbk,Chavacano,12,Cuidada na Jutay Espacio y Communidad
1,cbk,Chavacano,13,Tips para na maga Children with Disabilities
1,cbk,Chavacano,14,Tips para na cuidada del maga jovenes
1,cbk,Chavacano,15,Cuidada de Nuevo Nacido Niño/Niña
1,mdh,Maguindanao,1,Su kutika a ipedtalipwa pembityalay (One-on-One time)
1,mdh,Maguindanao,2,Tatapen su mapiya a kapagitung
1,mdh,Maguindanao,3,Structure Up!
1,mdh,Maguindanao,4,Dikena mapiya a gway-gway
1,mdh,Maguindanao,5,Tatap ka su kakalmadu endu kuntrul ka su stres
1,mdh,Maguindanao,6,Kapembityala makipantag sa COVID-19
1,mdh,Maguindanao,7,Tatapen su kalidtas kanu mga wata siya sa online
1,mdh,Maguindanao,8,Su kapem-budget nu pamilya sa timpu na financial stress
1,mdh,Maguindanao,9,Mapiya a kabagawida nu pamilya siya sa walay
1,mdh,Maguindanao,10,Kabangagi sa siya gokit sa dalmetan
1,mdh,Maguindanao,11,Amayka Galipunget Tanu
1,mdh,Maguindanao,12,Su kapedtiyakap sa wata siya kanu madakel I taw nin a mga walay endu pendalpan
1,mdh,Maguindanao,13,Mga Tips para sa mga wata a sadil
1,mdh,Maguindanao,14,Mga tips sa kapenduduluk's sa mga bagowata
1,mdh,Maguindanao,15,Pedtutulado sa bago ginemaw a wata?
1,mrw,Maranao,1,Kapumbugi sa oras ko wata
1,mrw,Maranao,2,Kalantas o mapiya a pamikiran
1,mrw,Maranao,3,Tanor a galbuk!
1,mrw,Maranao,4,Di-mapiya a olawla
1,mrw,Maranao,5,Kalma ka ago kontrol anga so stress ka
1,mrw,Maranao,6,So kambibityarae ko COVID-19
1,mrw,Maranao,7,Kambudget o pamilya sii ko masa a karugun o perak
1,mrw,Maranao,8,Kambudget o pamilya sii ko masa a karugun o perak
1,mrw,Maranao,9,So kalilintad o pamilya sa walay
1,mrw,Maranao,10,Kaphakasowa ko kanggita-gita
1,mrw,Maranao,11,Igira phukararangitan tano
1,mrw,Maranao,12,So kambiyat sii ko walay ago ingud a madakul a taw ron
1,mrw,Maranao,13,Gonanao ko mga wata a aduna bangun iyan
1,mrw,Maranao,14,Mga okit para ko kambiyat a ko mga kangudaan
1,mrw,Maranao,15,Kambiyat ko ikaririga?
1,ckb,Kurdish,1,Tip Sheet Number 1
1,ckb,Kurdish,2,Tip Sheet Number 2
1,ckb,Kurdish,3,Tip Sheet Number 3
1,ckb,Kurdish,4,Tip Sheet Number 4
1,ckb,Kurdish,5,Tip Sheet Number 5
1,ckb,Kurdish,6,Tip Sheet Number 6
1,ckb,Kurdish,7,Tip Sheet Number 7
1,ckb,Kurdish,8,Tip Sheet Number 8
1,ckb,Kurdish,9,Tip Sheet Number 9
1,ckb,Kurdish,10,Tip Sheet Number 10
1,ckb,Kurdish,11,Tip Sheet Number 11
1,ckb,Kurdish,12,Tip Sheet Number 12
1,pag,Pangasinan,1,One-on-One Time
1,pag,Pangasinan,2,Manpirmi ya Positibo
1,pag,Pangasinan,3,Panpirmi ya Istruktura tan Regular ya Gawaen
1,pag,Pangasinan,4,Negatibo ya Ugali
1,pag,Pangasinan,5,Kalma labat tan Kontrol Moy stress
1,pag,Pangasinan,6,Pitungtung tungkol ed COVID-19
1,pag,Pangasinan,7,Panseguro ya arawid peligro so ugaw no online
1,pag,Pangasinan,8,Panbadyet na Pamilya No Stressed ed Panaggastos
1,pag,Pangasinan,9,Pansasakey na pamilya ed abong
1,pag,Pangasinan,10,Naaralan ed panaggalaw
1,pag,Pangasinan,11,No Manpasnok Tayo
1,pag,Pangasinan,12,Pan-aasikasoy anak ed mainget na abong tan komunidad
1,pag,Pangasinan,13,Aray tip para ed Ogugaw ya Walay Kapansanan
1,pag,Pangasinan,14,Aray tip parad panagpabaleg na teenager
1,pag,Pangasinan,15,Manpapabaleg/mankukumis na balon anak ya ugaw?
1,lv,Latvian,1,Divatā pavadītais laiks
1,lv,Latvian,2,Pozitivitātes saglabāšana
1,lv,Latvian,3,Izveidojiet kārtību
1,lv,Latvian,4,Ja bērni slikti uzvedas…
1,lv,Latvian,5,Saglabājiet mieru un pārvaldiet
1,lv,Latvian,6,Kā runāt par Covid-19
1,lv,Latvian,7,Bērnu aizsardzība tiešsaistē
1,lv,Latvian,8,Ģimenes budžeta veidošana finansiālu grūtību laikā
1,lv,Latvian,9,Ģimenes harmonija mājās
1,lv,Latvian,10,Mācīšanās ar spēļu palīdzību
1,lv,Latvian,11,Kad sadusmojamies
1,lv,Latvian,12,Bērnu audzināšana pārpildītās mītnēs un
1,lv,Latvian,13,Ieteikumi bērniem ar invaliditāti
1,lv,Latvian,14,Ieteikumi pusaudžu vecākiem
1,lv,Latvian,15,Jauna mazuļa audzināšana?
1,lv,Latvian,16,Izglītība un attālinātā mācīšanās
